name,ticker,cik,cusip,exchange,isDelisted,category,sector,industry,sic,sicSector,sicIndustry,famaSector,famaIndustry,currency,location,id
ARIZONA STAR RESOURCE CORP,AZS,809103,04059G106,NYSEMKT,True,Canadian Common Stock,Basic Materials,Other Industrial Metals & Mining,8880,Services,American Depositary Receipts,,Personal Services,CAD,Ontario; Canada,d8ce075b6c9b6707a039ced97d17cfc2
AZITRA INC,AZTR,1701478,05479L104,NYSEMKT,False,Domestic Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,Connecticut; U.S.A,d8a9ff2734930f9c2add2e8d9ffae08f
BANRO CORP,BAA,1286597,066800103 066800806,NYSEMKT,True,Canadian Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,Ontario; Canada,17e254750381a171c43ad9bcdcbb3762
BERENSON ACQUISITION CORP I,BACA,1869673,083690107,NYSEMKT,False,Domestic Common Stock Primary Class,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,New York; U.S.A,74c23c35916815f554bfffcc35af4894
BALANCED CARE CORP,BAL1,1024096,057630105,NYSEMKT,True,Domestic Common Stock,Healthcare,Medical Care Facilities,8050,Services,Services-Nursing & Personal Care Facilities,,Healthcare,USD,Pennsylvania; U.S.A,1099c265f7ef22fa5ef816192c6f22a4
BATTALION OIL CORP,BATL,1282648,07134L107 40537Q803,NYSEMKT,False,Domestic Common Stock Primary Class,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Texas; U.S.A,8cd6ab0eec307a87500645875fff7279
BODISEN BIOTECH INC,BBCZ,1178552,096892104,NYSEMKT,True,Domestic Common Stock,Basic Materials,Agricultural Inputs,2870,Manufacturing,Agricultural Chemicals,,Chemicals,USD,China,fb5905ee2917b7c4dd8b91a761de4608
BLC FINANCIAL SERVICES INC,BCL1,912737,055490106,NYSEMKT,True,Domestic Common Stock,Financial Services,Credit Services,6159,Finance Insurance And Real Estate,Miscellaneous Business Credit Institution,,Banking,USD,New York; U.S.A,e9c487767c66df6d314e043ce0d422f7
BIG CITY RADIO INC,BCYRA,1046284,089098107,NYSEMKT,True,Domestic Common Stock,Communication Services,Broadcasting,4832,Transportation Communications Electric Gas And Sanitary Service,Radio Broadcasting Stations,,Communication,USD,New York; U.S.A,0ae4202f13782995fa1511d227b37836
BAYARD DRILLING TECHNOLOGIES INC,BDI,1044478,072700107,NYSEMKT,True,Domestic Common Stock,Energy,Oil & Gas Equipment & Services,3533,Manufacturing,Oil & Gas Field Machinery & Equipment,,Machinery,USD,Texas; U.S.A,6bb72073dd24cd8c63580ae4528b92ba
FLANIGANS ENTERPRISES INC,BDL,12040,338517105,NYSEMKT,False,Domestic Common Stock,Consumer Cyclical,Restaurants,5812,Retail Trade,Retail-Eating  Places,,Restaraunts Hotels Motels,USD,Florida; U.S.A,ac4629ce5ac3b5605500dcd798b3e49c
BOUNDLESS CORP,BDLSQ,837472,101706208 867938102 101706109,NYSEMKT,True,Domestic Common Stock,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,Texas; U.S.A,42941674c90e362fec464c62fd75c403
BLONDER TONGUE LABORATORIES INC,BDRL,1000683,093698108,NYSEMKT,True,Domestic Common Stock,Technology,Communication Equipment,3663,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment,USD,New Jersey; U.S.A,859a33b892680c8894c53ed255a1ca69
MOBILE INFRASTRUCTURE CORP,BEEP,1847874,G34142102 60739N101,NYSEMKT,False,Domestic Common Stock,Industrials,Infrastructure Operations,6500,Finance Insurance And Real Estate,Real Estate,,Real Estate,USD,Ohio; U.S.A,54486608d3a387d40742a143ecebab93
BETHLEHEM CORP,BET,11856,087257101,NYSEMKT,True,Domestic Common Stock,Industrials,Pollution & Treatment Controls,3567,Manufacturing,Industrial Process Furnaces & Ovens,,Machinery,USD,Pennsylvania; U.S.A,3b1afbdb515ae71d6a388ba3d00287a3
BOSTONFED BANCORP INC,BFD1,948515,101178101,NYSEMKT,True,Domestic Common Stock,Financial Services,Banks - Regional,6035,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking,USD,Massachusetts; U.S.A,1bfe3d57a9b6bc4a5c6d6ff3e3c3c3ee
BFX HOSPITALITY GROUP INC,BFX1,351220,119885200 055412100,NYSEMKT,True,Domestic Common Stock,Technology,Electronic Components,3679,Manufacturing,Electronic Components Nec,,Electronic Equipment,USD,Texas; U.S.A,937a4cb6904290c9ab4fe423320bfc3f
BIRKS GROUP INC,BGI,1179821,09088U109 090881103,NYSEMKT,False,ADR Common Stock,Consumer Cyclical,Luxury Goods,5944,Retail Trade,Retail-Jewelry Stores,,Retail,USD,Quebec; Canada,fdc570abff6aef592556d6bf243a02e2
BESICORP GROUP INC,BGI1,320443,086338209,NYSEMKT,True,Domestic Common Stock,Utilities,Utilities - Diversified,4991,Transportation Communications Electric Gas And Sanitary Service,Cogeneration Services & Small Power Producers,,Almost Nothing,USD,New York; U.S.A,f246d83e2ed5a99151758263db9b7241
BEMA GOLD CORP,BGO,879338,08135F107,NYSEMKT,True,Canadian Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,British Columbia; Canada,45ab5162ba62e3e73ef22aa6d445ed3b
BAR HARBOR BANKSHARES,BHB,743367,066849100,NYSEMKT,False,Domestic Common Stock,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,Maine; U.S.A,61899273e66b62baad245a6e9247da7e
BHC COMMUNICATIONS INC,BHC.A,855433,055448104,NYSEMKT,True,Domestic Common Stock,Communication Services,Entertainment,4833,Transportation Communications Electric Gas And Sanitary Service,Television Broadcasting Stations,,Communication,USD,New York; U.S.A,d9fce4f83ff88f4964139e4dc3a73c7c
BLUEROCK HOMES TRUST INC,BHM,1903382,09631H100,NYSEMKT,False,Domestic Common Stock,Real Estate,REIT - Residential,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,New York; U.S.A,231b6ffc7a84c0493b5ffa7c0c62571c
B PLUS H OCEAN CARRIERS LTD,BHODQ,835540,055090104,NYSEMKT,True,ADR Common Stock,Energy,Oil & Gas Midstream,4400,Transportation Communications Electric Gas And Sanitary Service,Water Transportation,,Transportation,USD,Bermuda,d33bd09ec85643ebba473e35ce279810
BIBB CO,BIB1,814570,088667100,NYSEMKT,True,Domestic Common Stock,Consumer Cyclical,Furnishings,2211,Manufacturing,Broadwoven Fabric Mills Cotton,,Textiles,USD,Georgia; U.S.A,5bbb8efa10fe24368ac3deda49c195de
BIOCLINICA INC,BIOC1,822418,09056N103 09071B100,NYSEMKT,True,Domestic Common Stock,Healthcare,Diagnostics & Research,8734,Services,Services-Testing Laboratories,,Business Services,USD,Pennsylvania; U.S.A,a45c6a628b066aafe3ec202e5c4fd5f4
BISCAYNE APPAREL INC,BISD,88706,091353102,NYSEMKT,True,Domestic Common Stock,Consumer Cyclical,Apparel Retail,2330,Manufacturing,Women'S Misses' And Juniors Outerwear,,Apparel,USD,New Jersey; U.S.A,32144ee3eea72523ae7bcf2305dcdf4e
BITE ACQUISITION CORP,BITE,1831270,09175K105,NYSEMKT,False,Domestic Common Stock Primary Class,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,New York; U.S.A,dd7ab91e3fba9663169c957511dacbb8
BIW LTD,BIW,1169237,05547U102,NYSEMKT,True,Domestic Common Stock,Utilities,Utilities - Regulated Water,4941,Transportation Communications Electric Gas And Sanitary Service,Water Supply,,Utilities,USD,Connecticut; U.S.A,5e2b320c59bbe187088abf9f9b8beef2
BANCORP OF NEW JERSEY INC,BKJ,1390312,059915108,NYSEMKT,True,Domestic Common Stock,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,New Jersey; U.S.A,21e96eb51405d86bf75a01636130b61e
MICHAEL BAKER CORP,BKR1,9263,057149106,NYSEMKT,True,Domestic Common Stock,Healthcare,Health Information Services,8741,Services,Services-Management Services,,Business Services,USD,Pennsylvania; U.S.A,747130d2ca0a9f10154bc379cb9d6797
BOOKTECH COM INC,BKTC,1090309,098583107,NYSEMKT,True,Domestic Common Stock,Consumer Cyclical,Publishing,2731,Manufacturing,Books: Publishing Or Publishing & Printing,,Printing and Publishing,USD,Massachusetts; U.S.A,9b4f4bd8bb9c19c79a98760eb61dd76e
BK TECHNOLOGIES CORP,BKTI,2186,759525108 05587G104 09180A100 05587G203 005320205,NYSEMKT,False,Domestic Common Stock,Technology,Communication Equipment,3663,Manufacturing,Radio & Tv Broadcasting & Communications Equipment,,Electronic Equipment,USD,Florida; U.S.A,5aa5108243371acbe326215273e4e5b3
BLAIR CORP,BL1,71525,092828102,NYSEMKT,True,Domestic Common Stock,Consumer Cyclical,Internet Retail,5961,Retail Trade,Retail-Catalog & Mail-Order Houses,,Retail,USD,Pennsylvania; U.S.A,31ef87c5779e1c6a52da4ccb6c570ee7
BALDWIN TECHNOLOGY CO INC,BLD1,805792,058264102,NYSEMKT,True,Domestic Common Stock,Technology,Computer Hardware,3555,Manufacturing,Printing Trades Machinery & Equipment,,Machinery,USD,Connecticut; U.S.A,41b7d8a03672ad92015cbfcfbd57e2c5
BLIMPIE INTERNATIONAL INC,BLM,895477,093538106,NYSEMKT,True,Domestic Common Stock,Technology,Software - Application,6794,Finance Insurance And Real Estate,Patent Owners & Lessors,,Trading,USD,Georgia; U.S.A,42c43c31b8899350fd2fb740fb249366
BLUERIVER ACQUISITION CORP,BLUA,1831006,G1261Q107,NYSEMKT,False,Domestic Common Stock Primary Class,Industrials,Shell Companies,6770,Finance Insurance And Real Estate,Blank Checks,,Trading,USD,Texas; U.S.A,1ed18abd85499110fc564d90f9fb5c8c
BM TECHNOLOGIES INC,BMTX,1725872,05591L107 58518F109 58518F208,NYSEMKT,False,Domestic Common Stock Primary Class,Technology,Software - Application,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,Pennsylvania; U.S.A,b5132b5cd0cc5f4a22f7a7623d5468d5
BATTLE NORTH GOLD CORP,BNAUF,1057791,780911103 780911509 07160B106,NYSEMKT,True,Canadian Common Stock,Basic Materials,Other Industrial Metals & Mining,1000,Mining,Metal Mining,,Non-Metallic and Industrial Metal Mining,CAD,British Columbia; Canada,56f320adf6298152f160b642e332c3ac
BANKSCOM INC,BNNX,1341470,46070N206 066470105,NYSEMKT,True,Domestic Common Stock,Communication Services,Internet Content & Information,7370,Services,Services-Computer Programming Data Processing Etc.,,Business Services,USD,California; U.S.A,a43baa66e03a05d26b53c59bd769ed27
BNP RESIDENTIAL PROPERTIES INC,BNP,812150,05564T103 096903109,NYSEMKT,True,Domestic Common Stock,Real Estate,REIT - Mortgage,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,North Carolina; U.S.A,87f1d2254ae853e415aa4e24d5466393
BEVERLY NATIONAL CORP,BNV,742275,088115100,NYSEMKT,True,Domestic Common Stock,Financial Services,Banks - Regional,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,USD,Massachusetts; U.S.A,ff4c67e4c5931e47887dc28093d831cf
BRIDGE VIEW BANCORP,BVB,1022809,108058108,NYSEMKT,True,Domestic Common Stock,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,New Jersey; U.S.A,cead8e7d0982b342cf5e491f8ea0c728
BPI ENERGY HOLDINGS INC,BPIGF,1314077,055934103,NYSEMKT,True,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,British Columbia; Canada,03d3e525b62ec3bb9b50ba4a019788f7
BOQII HOLDING LTD,BQ,1815021,09950L104 09950L203 09950L302,NYSEMKT,False,ADR Common Stock,Consumer Cyclical,Specialty Retail,5990,Retail Trade,Retail-Retail Stores Nec,,Retail,CNY,China,30252da69b3dc2856b659bd00f45c68f
BLUE RIDGE BANKSHARES INC,BRBS,842717,095825105,NYSEMKT,False,Domestic Common Stock,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,Virginia; U.S.A,3802cdf616b2b1101ca734ddab454f2d
BRUNSWICK BANCORP,BRBW,771614,117030106,NYSEMKT,True,Domestic Common Stock,Financial Services,Banks - Regional,6022,Finance Insurance And Real Estate,State Commercial Banks,,Banking,USD,New Jersey; U.S.A,2b8032db66c5f83d5d08c3d37ea2caff
RAGAN BRAD INC,BRD1,81764,750626103,NYSEMKT,True,Domestic Common Stock,Consumer Cyclical,Specialty Retail,5531,Retail Trade,Retail-Auto & Home Supply Stores,,Retail,USD,North Carolina; U.S.A,5e5bd5b25794efed61d0d1aa3b0b3f3a
BRIGUS GOLD CORP,BRD2,938113,109490102 03761E102,NYSEMKT,True,Canadian Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,Nova Scotia; Canada,e7fee568c4584b1a25ff5419afa33e85
BLUEROCK RESIDENTIAL GROWTH REIT INC,BRG,1442626,09627J102,NYSEMKT,True,Domestic Common Stock Primary Class,Real Estate,REIT - Residential,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,New York; U.S.A,dcfaf58e84946e0657100a2e81bc14b3
BROOKE CAPITAL CORP,BRKC,1082084,112497102,NYSEMKT,True,Domestic Common Stock,Financial Services,Insurance - Life,6311,Finance Insurance And Real Estate,Life Insurance,,Insurance,USD,Kansas; U.S.A,a3898a1ffd1a3cf45f6af87d6fd7173b
BARNWELL INDUSTRIES INC,BRN,10048,068221100,NYSEMKT,False,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Hawaii; U.S.A,3b2ee13e1f19decbf76bc8581fde1f65
ACR GROUP INC,BRR,711307,00087B101,NYSEMKT,True,Domestic Common Stock,Industrials,Industrial Distribution,5070,Wholesale Trade,Wholesale-Hardware & Plumbing & Heating Equipment & Supplies,,Wholesale,USD,Texas; U.S.A,31e9592051b6db786f9d8c5f09196483
B2GOLD CORP,BTG,1429937,11777Q209,NYSEMKT,False,Canadian Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,British Columbia; Canada,cd057c163b4857da9e2c063a47dd7164
BETTER CHOICE CO INC,BTTR,1471727,08771Y303 08771Y402 08771Y204 84918P208 08771Y105,NYSEMKT,False,Domestic Common Stock,Consumer Defensive,Packaged Foods,2080,Manufacturing,Beverages,,Beer & Liquor,USD,Florida; U.S.A,819811bb2b29881cccb259b75f1f5c7d
MINRAD INTERNATIONAL INC,BUF,1121225,60443P103,NYSEMKT,True,Domestic Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,New York; U.S.A,bf8a5d122d9a043957466185fc1256fd
NUBURU INC,BURU,1814215,87403Q102 67021W103,NYSEMKT,False,Domestic Common Stock Primary Class,Industrials,Specialty Industrial Machinery,3690,Manufacturing,Miscellaneous Electrical Machinery Equipment & Supplies,,Electrical Equipment,USD,Colorado; U.S.A,7fd31fd63184405808e53fc4afc3fc46
GREYHOUND LINES INC,BUS,813040,398048108,NYSEMKT,True,Domestic Common Stock,Healthcare,Medical Care Facilities,4100,Transportation Communications Electric Gas And Sanitary Service,Local & Suburban Transit & Interurban Hwy Passenger Trans,,Transportation,USD,Texas; U.S.A,7a9618d43d19727a8d39238f4d72d16c
BOWL AMERICA INC,BWL.A,13573,102565108,NYSEMKT,True,Domestic Common Stock,Consumer Cyclical,Leisure,7900,Services,Services-Amusement & Recreation Services,,Entertainment,USD,Virginia; U.S.A,973e78b49000f41571bb44721b2759af
BOWLIN OUTDOOR ADVERTISING & TRAVEL CENTERS INC,BWN,1020898,102595105,NYSEMKT,True,Domestic Common Stock,Consumer Cyclical,Specialty Retail,5399,Retail Trade,Retail-Misc General Merchandise Stores,,Retail,USD,New Mexico; U.S.A,c17dc49ced73ae6b78c0257dcebadf38
BEXIL CORP,BXLC,1023714,088577101 12017N105,NYSEMKT,True,Domestic Common Stock,Financial Services,Asset Management,6799,Finance Insurance And Real Estate,Investors Nec,,Trading,USD,New York; U.S.A,dce67d59d07900f6b0cc7da81a2f22b9
BAY STATE BANCORP INC,BYS,1048767,072611106,NYSEMKT,True,Domestic Common Stock,Financial Services,Banks - Regional,6035,Finance Insurance And Real Estate,Savings Institution Federally Chartered,,Banking,USD,Massachusetts; U.S.A,9852553813c630e3188a47f163e4e3cb
BAYOU STEEL CORP,BYX,807877,073051104 073051203,NYSEMKT,True,Domestic Common Stock,Basic Materials,Steel,3312,Manufacturing,Steel Works Blast Furnaces & Rolling Mills (Coke Ovens),,Steel Works Etc,USD,Louisiana; U.S.A,d9ffe40ea0a5d8e4819a20e7869d1412
BREEZE-EASTERN CORP,BZC,99359,106764103,NYSEMKT,True,Domestic Common Stock,Industrials,Aerospace & Defense,3728,Manufacturing,Aircraft Parts & Auxiliary Equipment Nec,,Aircraft,USD,New Jersey; U.S.A,2b63edddfd8a5dd2c576b9e828b39a9d
CADENCE FINANCIAL CORP,CADE1,742054,628729105 12738A101,NYSEMKT,True,Domestic Common Stock,Financial Services,Banks - Regional,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,USD,Mississippi; U.S.A,3f5608e5d7e87ea9386aa7fe07034306
CAGLES INC,CAGAQ,16104,127703106,NYSEMKT,True,Domestic Common Stock,Consumer Defensive,Farm Products,2015,Manufacturing,Poultry Slaughtering And Processing,,Food Products,USD,Georgia; U.S.A,d4dc6c078b480a78a278a02d7673cfbc
CAN-FITE BIOPHARMA LTD,CANF,1536196,13471N102 13471N201 13471N300,NYSEMKT,False,ADR Common Stock,Healthcare,Biotechnology,2834,Manufacturing,Pharmaceutical Preparations,,Pharmaceutical Products,USD,Israel,04eb4ba4cddbd3ca9784f5741f922543
CANO PETROLEUM INC,CANOQ1,1253710,137801106,NYSEMKT,True,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,Texas; U.S.A,9c3d55df4322bb1309a8134f994aaafa
CANARGO ENERGY CORP,CANRQ,310316,137225108 35075K101,NYSEMKT,True,Domestic Common Stock,Energy,Oil & Gas E&P,1311,Mining,Crude Petroleum & Natural Gas,,Petroleum and Natural Gas,USD,United Kingdom,acb88c687d0f0f1ac2cce68a11892d9c
CARESIDE INC,CASI1,1070602,141728105,NYSEMKT,True,Domestic Common Stock,Healthcare,Medical Devices,3841,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment,USD,California; U.S.A,9e203715568503f525b33cf2ec1cdb33
PERSPECTIVE THERAPEUTICS INC,CATX,728387,46489V104,NYSEMKT,False,Domestic Common Stock,Healthcare,Medical Devices,3841,Manufacturing,Surgical & Medical Instruments & Apparatus,,Medical Equipment,USD,Washington; U.S.A,f4c7112fa7f100583c8ad34bbaca8add
CANYON RESOURCES CORP,CAU,739460,138869300 138869102,NYSEMKT,True,Domestic Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,Colorado; U.S.A,0bd9e1cc05918637585faa76fd7c5e95
CAVALIER HOMES INC,CAV,789863,149507105,NYSEMKT,True,Domestic Common Stock,Consumer Cyclical,Residential Construction,2451,Manufacturing,Mobile Homes,,Construction Materials,USD,Alabama; U.S.A,7cc59babf4670380f6eaf813c86ee642
CCA INDUSTRIES INC,CAWW,721447,124867102,NYSEMKT,True,Domestic Common Stock,Consumer Defensive,Household & Personal Products,2844,Manufacturing,Perfumes Cosmetics & Other Toilet Preparations,,Consumer Goods,USD,New Jersey; U.S.A,e8fc5177805722f8bccf24f9bf932c62
COMMERCIAL ASSETS INC,CAX,910675,201118106 201119104,NYSEMKT,True,Domestic Common Stock,Real Estate,REIT - Mortgage,6798,Finance Insurance And Real Estate,Real Estate Investment Trusts,,Trading,USD,Colorado; U.S.A,67ab2001438d420ce57b14d1afbd3642
CAMBIOR INC,CBJ,922354,13201L103,NYSEMKT,True,Canadian Common Stock,Basic Materials,Gold,1040,Mining,Gold And Silver Ores,,Precious Metals,USD,Quebec; Canada,5486e1de0acc133780a0566010658d04
CALYPTE BIOMEDICAL CORP,CBMC,899426,131722605 131722100,NYSEMKT,True,Domestic Common Stock,Healthcare,Diagnostics & Research,3826,Manufacturing,Laboratory Analytical Instruments,,Measuring and Control Equipment,USD,California; U.S.A,6b609a41448bba52bead08cf50540397
CORNERSTONE BANCORP INC,CBN,1079385,218925105,NYSEMKT,True,Domestic Common Stock,Financial Services,Banks - Regional,6021,Finance Insurance And Real Estate,National Commercial Banks,,Banking,USD,Connecticut; U.S.A,85a84b8d05d9139d5fe5070cbc41b2c4
CUBIC ENERGY INC,CBNRQ,319156,229675103,NYSEMKT,True,Domestic Common Stock,Energy,Oil & Gas Drilling,1381,Mining,Drilling Oil & Gas Wells,,Petroleum and Natural Gas,USD,Texas; U.S.A,98b3c852a4ee4c9376d8e781d1913f30
CRYO CELL INTERNATIONAL INC,CCEL,862692,228895108,NYSEMKT,False,Domestic Common Stock,Healthcare,Medical Care Facilities,8090,Services,Services-Misc Health & Allied Services Nec,,Healthcare,USD,Florida; U.S.A,dbddccb589b4813f997150ea79da1a9f
CHASE CORP,CCF,830524,16150R104,NYSEMKT,True,Domestic Common Stock,Basic Materials,Specialty Chemicals,3640,Manufacturing,Electric Lighting & Wiring Equipment,,Electrical Equipment,USD,Massachusetts; U.S.A,baa5e1760fcc15d7bb1048db5dcea530
CHINA MEDIAEXPRESS HOLDINGS INC,CCME,1399067,169442100 87260T108 87260T207 169442209,NYSEMKT,True,Domestic Common Stock,Communication Services,Advertising Agencies,7310,Services,Services-Advertising,,Business Services,USD,Hong Kong,3b5aad951cdb2e3fabdbc6795c3821c9
